"id","name","thumbnail_url"
"1","Basecamp","https://pbs.twimg.com/profile_images/1166426321490083840/X-gfZudw.jpg"
"2","Loom","https://ik.imagekit.io/himalayas/loom_logo_o7hg-nhEV.png"
"3","monday.com","https://ph-files.imgix.net/37a8360d-73c6-48ff-800e-ef62235fa7a4?auto=format&auto=compress&codec=mozjpeg&cs=strip&w=100&h=100&fit=crop&dpr=2"
